學年度,學期,設立別,學校類型,學校代碼,學校名稱,系所代碼,系所名稱,學制,對方國別,對方學校名稱,對方學校英文名稱,總計,男生,女生
104,1,私立,技專校院,1053,光宇學校財團法人元培醫事科技大學,220312,應用英語系,學士班(日間),紐西蘭,奧克蘭大學,The University of Auckland,1,1,0
104,1,私立,技專校院,1062,僑光科技大學,480309,多媒體與遊戲設計系,學士班(日間),日本,札幌學院大學,Sapporo Gakuin University,1,1,0
104,1,私立,技專校院,1064,美和學校財團法人美和科技大學,720601,護理系,學士班(日間),日本,中村學園大學,Nakamura Gakuen University,4,0,4
104,1,私立,技專校院,1062,僑光科技大學,340501,財務金融系,學士班(日間),日本,札幌學院大學,Sapporo Gakuin University,1,0,1
104,1,私立,技專校院,1062,僑光科技大學,340802,行銷與流通管理系,學士班(日間),日本,札幌學院大學,Sapporo Gakuin University,1,0,1
104,1,私立,技專校院,1062,僑光科技大學,380201,財經法律系,學士班(日間),日本,札幌學院大學,Sapporo Gakuin University,1,0,1
104,1,私立,技專校院,1062,僑光科技大學,220204,應用華語文系,學士班(日間),大韓民國(南韓),全國南道蓮香小學,Yeonhyang Elementary School,1,0,1
104,1,私立,技專校院,1062,僑光科技大學,220204,應用華語文系,學士班(日間),大韓民國(南韓),全羅南道鄉林中學校,Forest Township School,1,0,1
104,1,私立,技專校院,1062,僑光科技大學,220204,應用華語文系,學士班(日間),大韓民國(南韓),全羅南道順天女子中學,Suncheon high school,1,0,1
104,1,私立,技專校院,1068,中州學校財團法人中州科技大學,620617,保健食品系,學士班(日間),日本,國立沖繩高等工業專門學校,Okinawa National College of Technology,1,1,0
104,1,私立,技專校院,1068,中州學校財團法人中州科技大學,340802,行銷與流通管理系,學士班(日間),日本,名櫻大學,Meio University,1,0,1
104,1,私立,技專校院,1068,中州學校財團法人中州科技大學,810201,觀光與休閒管理系,學士班(日間),日本,名櫻大學,Meio University,2,2,0
104,1,私立,技專校院,1069,修平學校財團法人修平科技大學,340309,國際企業經營系,學士班(日間),美國,加州矽谷大學,Silicon Valley University,5,2,3
104,1,私立,技專校院,1069,修平學校財團法人修平科技大學,340802,行銷與流通管理系,學士班(日間),美國,美國加州管理科學大學聖地牙哥分校,"California University Of Management and Sciences San Diego,USA",1,1,0
104,1,私立,技專校院,1069,修平學校財團法人修平科技大學,220321,應用日語系,學士班(日間),日本,青森大學,Aomori University,6,5,1
104,1,私立,技專校院,1070,長庚學校財團法人長庚科技大學,760401,幼兒保育系,學士班(日間),美國,密西根州立大學,Michigan State University,6,0,6
104,1,私立,技專校院,1071,城市學校財團法人臺北城市科技大學,810101,旅館事業管理學士學位學程,學士班(日間),日本,城西國際大學,Josai International University,1,0,1
104,1,私立,技專校院,1071,城市學校財團法人臺北城市科技大學,810103,餐飲管理系,學士班(日間),日本,城西國際大學,Josai International University,1,0,1
104,1,私立,技專校院,1071,城市學校財團法人臺北城市科技大學,810202,觀光事業系,學士班(日間),日本,城西國際大學,Josai International University,2,0,2
104,1,私立,技專校院,1071,城市學校財團法人臺北城市科技大學,220303,應用外語系,學士班(日間),日本,神戶國際大學,Kobe International University,2,1,1
104,1,私立,技專校院,1071,城市學校財團法人臺北城市科技大學,819908,會議展覽服務業學位學程,學士班(日間),日本,城西國際大學,Josai International University,1,0,1
104,1,私立,技專校院,1071,城市學校財團法人臺北城市科技大學,819908,會議展覽服務業學位學程,學士班(日間),日本,鹿兒島國際大學,Kagoshima University,1,0,1
104,1,私立,技專校院,1064,美和學校財團法人美和科技大學,810801,美容系,學士班(日間),日本,中村學園大學,Nakamura Gakuen University,3,0,3
104,1,私立,技專校院,1064,美和學校財團法人美和科技大學,480109,資訊管理系,學士班(日間),日本,中村學園大學,Nakamura Gakuen University,1,1,0
104,1,私立,技專校院,1072,大華學校財團法人大華科技大學,340117,商務與觀光企劃系,學士班(日間),日本,星城大學,SEIJOH UNIVERSITY,2,0,2
104,1,私立,技專校院,1074,南榮學校財團法人南榮科技大學,220321,應用日語系,學士班(日間),日本,久留米大學,Kurume University,2,2,0
104,1,私立,技專校院,1074,南榮學校財團法人南榮科技大學,220321,應用日語系,學士班(日間),日本,熊本大學,Kumamoto University,4,1,3
104,1,私立,技專校院,1075,文藻學校財團法人文藻外語大學,140213,外語教學系,學士班(日間),大韓民國(南韓),韓東國際大學,HANDONG GLOBAL UNIVERSITY,1,0,1
104,1,私立,技專校院,1075,文藻學校財團法人文藻外語大學,220204,應用華語文系,學士班(日間),大陸地區,上海外國語大學,SHANGHAI INTERNATIONAL STUDIES UNIVERSITY,1,1,0
104,1,私立,技專校院,1075,文藻學校財團法人文藻外語大學,220204,應用華語文系,學士班(日間),大陸地區,北京外國語大學,BEIJING FOREIGN STUDIES UNIVERSITY,1,0,1
104,1,私立,技專校院,1075,文藻學校財團法人文藻外語大學,220204,應用華語文系,學士班(日間),大陸地區,安徽大學,ANHUI UNIVERSITY,1,0,1
104,1,私立,技專校院,1075,文藻學校財團法人文藻外語大學,220204,應用華語文系,學士班(日間),大陸地區,重慶大學,CHONGQUING UNIVERSITY,1,1,0
104,1,私立,技專校院,1075,文藻學校財團法人文藻外語大學,220204,應用華語文系,學士班(日間),大韓民國(南韓),釜山外語大學,BUSAN UNIVERSITY OF FOREIGN STUDIES,1,0,1
104,1,私立,技專校院,1075,文藻學校財團法人文藻外語大學,220204,應用華語文系,學士班(日間),英國,渥夫漢普頓大學,UNIVERSITY OF WOLVERHAMPTON,1,1,0
104,1,私立,技專校院,1075,文藻學校財團法人文藻外語大學,220204,應用華語文系,學士班(日間),越南社會主義共和國,越南河內國家大學所屬外國語大學,"UNIVERSITY OF LANGUAGES AND INTERNATIONAL STUDIES, VIETNAM NATIONAL UNIVERSITY, HANOI",2,2,0
104,1,私立,技專校院,1075,文藻學校財團法人文藻外語大學,320104,傳播藝術系,學士班(日間),大陸地區,北京中國傳媒大學,COMMUNICATION UNIVERSITY OF CHINA,14,4,10
104,1,私立,技專校院,1075,文藻學校財團法人文藻外語大學,220307,英國語文系,學士班(日間),大陸地區,中國人民大學,RENMIN UNIVERSITY OF CHINA,1,0,1
104,1,私立,技專校院,1075,文藻學校財團法人文藻外語大學,220307,英國語文系,學士班(日間),大陸地區,北京外國語大學,BEIJING FOREIGN STUDIES UNIVERSITY,1,0,1
104,1,私立,技專校院,1075,文藻學校財團法人文藻外語大學,220307,英國語文系,學士班(日間),大韓民國(南韓),韓東國際大學,HANDONG GLOBAL UNIVERSITY,1,0,1
104,1,私立,技專校院,1075,文藻學校財團法人文藻外語大學,220307,英國語文系,學士班(日間),泰王國(泰國),曼谷大學,BANGKOK UNIVERSITY,1,0,1
104,1,私立,技專校院,1075,文藻學校財團法人文藻外語大學,220307,英國語文系,學士班(日間),捷克共和國,克拉羅夫大學,UNIVERSITY OF HRADEC KRALOVE,1,0,1
104,1,私立,技專校院,1075,文藻學校財團法人文藻外語大學,220307,英國語文系,學士班(日間),瑞典王國,達拉納大學,"DALARNA UNIVERSITY, SWEDEN",1,0,1
104,1,私立,技專校院,1075,文藻學校財團法人文藻外語大學,220314,法國語文系,學士班(日間),大陸地區,中國人民大學,RENMIN UNIVERSITY OF CHINA,1,1,0
104,1,私立,技專校院,1075,文藻學校財團法人文藻外語大學,220314,法國語文系,學士班(日間),法國,天主教高等教育學院,ICES L'ECOLE UNIVERSITAIRE,2,1,1
104,1,私立,技專校院,1075,文藻學校財團法人文藻外語大學,220314,法國語文系,學士班(日間),法國,里昂第二大學,UNIVERSITE LUMIERE LYON 2,2,1,1
104,1,私立,技專校院,1075,文藻學校財團法人文藻外語大學,220314,法國語文系,學士班(日間),法國,普羅旺斯-艾克斯-馬賽第一大學,AIX MARSEILLE UNIVERSITY,2,0,2
104,1,私立,技專校院,1075,文藻學校財團法人文藻外語大學,220314,法國語文系,學士班(日間),法國,諾曼第管理學院,EM NORMANDIE,1,0,1
104,1,私立,技專校院,1075,文藻學校財團法人文藻外語大學,220501,翻譯系,學士班(日間),波蘭共和國,克拉科夫高等學院,KRAKOWSKA AKADEMIA IM. ANDRZEJA FRYCZA MODRZEWSKIEGO,1,0,1
104,1,私立,技專校院,1075,文藻學校財團法人文藻外語大學,220501,翻譯系,學士班(日間),美國,布納維斯塔大學,BUNA VISTA UNIVERSITY,2,0,2
104,1,私立,技專校院,1075,文藻學校財團法人文藻外語大學,220501,翻譯系,學士班(日間),捷克共和國,克拉羅夫大學,UNIVERSITY OF HRADEC KRALOVE,2,0,2
104,1,私立,技專校院,1075,文藻學校財團法人文藻外語大學,310901,國際事務系,學士班(日間),英國,拉夫堡大學,LOUGHBOROUGH UNIVERSITY,1,0,1
104,1,私立,技專校院,1075,文藻學校財團法人文藻外語大學,340307,國際企業管理系,學士班(日間),西班牙王國,那瓦拉公立大學,UNIVERSIDAD PUBLICA DE NAVARRA,1,0,1
104,1,私立,技專校院,1075,文藻學校財團法人文藻外語大學,340307,國際企業管理系,學士班(日間),法國,里爾天主教大學,LILLE CATHOLIC UNIVERSITY,1,1,0
104,1,私立,技專校院,1075,文藻學校財團法人文藻外語大學,220320,日本語文系,學士班(日間),日本,上智大學,SOPHIA UNIVERSITY,1,0,1
104,1,私立,技專校院,1075,文藻學校財團法人文藻外語大學,220320,日本語文系,學士班(日間),日本,山形大學,YAMAGATA UNIVERSITY,3,0,3
104,1,私立,技專校院,1075,文藻學校財團法人文藻外語大學,220320,日本語文系,學士班(日間),日本,北九州市立大學,THE UNIVERSITY OF KITAKYUSHU,2,0,2
104,1,私立,技專校院,1075,文藻學校財團法人文藻外語大學,220320,日本語文系,學士班(日間),日本,名古屋學院大學,NAGOYA GAKUIN UNIVERSITY,2,0,2
104,1,私立,技專校院,1075,文藻學校財團法人文藻外語大學,220320,日本語文系,學士班(日間),日本,志學館大學,SHIGAKUKAN UNIVERSITY,1,0,1
104,1,私立,技專校院,1075,文藻學校財團法人文藻外語大學,220320,日本語文系,學士班(日間),日本,法政大學,HOSEI UNIVERSITY,2,0,2
104,1,私立,技專校院,1075,文藻學校財團法人文藻外語大學,220320,日本語文系,學士班(日間),日本,國際教養大學,AKITA INTERNATIONAL UNIVERSITY,1,0,1
104,1,私立,技專校院,1075,文藻學校財團法人文藻外語大學,220320,日本語文系,學士班(日間),日本,新潟大學,NIIGATA UNIVERSITY,1,0,1
104,1,私立,技專校院,1076,華夏學校財團法人華夏科技大學,810802,化妝品應用系,學士班(日間),日本,京都理容美容專修學校,KYOTO BARBER & BEAUTY COLLEGE,6,0,6
104,1,私立,技專校院,1076,華夏學校財團法人華夏科技大學,520201,機械工程系,學士班(日間),英國,桑德蘭大學,Sunderland University,1,1,0
104,1,私立,技專校院,1077,慈濟學校財團法人慈濟科技大學,340901,醫務管理系,學士班(日間),馬來西亞,拉曼大學學院,Tunku Abdul Rahman University College,8,1,7
104,1,私立,技專校院,1077,慈濟學校財團法人慈濟科技大學,340901,醫務管理系,學士班(日間),澳大利亞,澳洲昆士蘭科技大學,Queensland University of Technology,4,1,3
104,1,私立,技專校院,1078,致理學校財團法人致理科技大學,340802,行銷與流通管理系,學士班(日間),愛爾蘭共和國,愛爾蘭國家學院,NATIONAL COLLEGE OF IRELAND,1,0,1
104,1,私立,技專校院,1078,致理學校財團法人致理科技大學,220312,應用英語系,學士班(日間),愛爾蘭共和國,愛爾蘭國家學院,NATIONAL COLLEGE OF IRELAND,1,0,1
104,1,私立,技專校院,1078,致理學校財團法人致理科技大學,220321,應用日語系,學士班(日間),日本,吉備國際大學,KIBI INTERNATIONAL UNIVERSITY,1,1,0
104,1,私立,技專校院,1078,致理學校財團法人致理科技大學,220321,應用日語系,學士班(日間),日本,岡山理科大學,OKAYAMA UNIVERSITY OF SCIENCE,1,0,1
104,1,私立,技專校院,1078,致理學校財團法人致理科技大學,220321,應用日語系,學士班(日間),日本,倉敷藝術科學大學,KURASHIKI UNIVERSITY OF SCIENCE AND THE ARTS,5,0,5
104,1,私立,技專校院,1166,亞東技術學院 ,520201,機械工程系,學士班(日間),泰王國(泰國),光復中學,Khung Fu High School,1,1,0
104,1,私立,技專校院,1166,亞東技術學院 ,520101,電機工程系,學士班(日間),泰王國(泰國),光復中學,Khung Fu High School,1,1,0
104,1,私立,技專校院,1166,亞東技術學院 ,520103,電子工程系,學士班(日間),泰王國(泰國),光復中學,Khung Fu High School,1,1,0
104,1,私立,技專校院,1166,亞東技術學院 ,520126,通訊工程系,學士班(日間),泰王國(泰國),光復中學,Khung Fu High School,1,1,0
104,1,私立,技專校院,1166,亞東技術學院 ,340901,醫務管理系,學士班(日間),泰王國(泰國),光復中學,Khung Fu High School,3,0,3
104,1,私立,技專校院,1179,德霖技術學院,810102,餐旅管理系,學士班(日間),日本,日本別府大學,University of Beppu,1,1,0
104,1,私立,技專校院,1075,文藻學校財團法人文藻外語大學,220315,德國語文系,學士班(日間),美國,布納維斯塔大學,BUNA VISTA UNIVERSITY,1,0,1
104,1,私立,技專校院,1075,文藻學校財團法人文藻外語大學,220315,德國語文系,學士班(日間),德意志聯邦共和國,天主教艾希特-英格斯塔大學,CATHOLIC UNIVERSITY EICHSTATT –INGOLSTADT,1,1,0
104,1,私立,技專校院,1075,文藻學校財團法人文藻外語大學,220315,德國語文系,學士班(日間),德意志聯邦共和國,美因茲大學,JOHANNES GUTENBERG UNIVERSITAT MAINZ,2,0,2
104,1,私立,技專校院,1075,文藻學校財團法人文藻外語大學,220315,德國語文系,學士班(日間),德意志聯邦共和國,美因茲大學,JOHANNES GUTENBERG UNIVERSITAT MAINZ,1,1,0
104,1,私立,技專校院,1075,文藻學校財團法人文藻外語大學,220318,西班牙語文系,學士班(日間),西班牙王國,卡斯提亞拉曼查大學,UNIVERSIDAD DE CASTILLA-LA MANCHA,1,1,0
104,1,私立,技專校院,1075,文藻學校財團法人文藻外語大學,220318,西班牙語文系,學士班(日間),西班牙王國,那瓦拉公立大學,UNIVERSIDAD PUBLICA DE NAVARRA,1,0,1
104,1,私立,技專校院,1075,文藻學校財團法人文藻外語大學,220318,西班牙語文系,學士班(日間),西班牙王國,薩拉曼卡大學,THE UNIVERSITY OF SALAMANCA,1,0,1
104,1,私立,技專校院,1075,文藻學校財團法人文藻外語大學,220318,西班牙語文系,學士班(日間),智利,聖多瑪斯大學,"UNIVERSIDAD SANTO TOMAS, CHILE",1,0,1
104,1,私立,技專校院,1179,德霖技術學院,220312,應用英語系,學士班(日間),日本,日本別府大學,University of Beppu,4,1,3
104,1,私立,技專校院,1182,蘭陽技術學院,230401,室內設計系,學士班(日間),大陸地區,民辦南華工商學院,NanHua College Of Industry And Commerce,2,1,1
104,1,私立,技專校院,1182,蘭陽技術學院,480523,數位生活創意系,學士班(日間),大陸地區,廈門軟件職業技術學院,Xiamen software technical college,2,1,1
104,1,私立,技專校院,1187,崇右技術學院,810512,休閒事業經營系,學士班(日間),日本,長崎短期大學,NAGASAKI JUNIOR COLLEGE,1,0,1
104,1,私立,技專校院,1024,崑山科技大學,810502,運動健康與休閒學士學位學程,學士班(日間),大韓民國(南韓),韓國慶星大學,Kyungsung University,2,0,2
104,1,私立,技專校院,1024,崑山科技大學,340301,企業管理系,學士班(日間),大韓民國(南韓),韓國仁德大學,Induk University,2,0,2
104,1,私立,技專校院,1024,崑山科技大學,340401,國際貿易系,學士班(日間),日本,熊本學園大學,Kumamoto Gakuen University,1,0,1
104,1,私立,技專校院,1024,崑山科技大學,340501,財務金融系,學士班(日間),美國,美國加州矽谷大學,Silicon Valley University,1,0,1
104,1,私立,技專校院,1024,崑山科技大學,230201,視覺傳達設計系,學士班(日間),大韓民國(南韓),韓國韓世大學,Hansei University,1,0,1
104,1,公立,技專校院,51,國立臺北商業大學,340301,企業管理系,學士班(日間),德意志聯邦共和國,新烏爾姆應用科技大學,Neu-Ulm University of Applied Sciences,1,0,1
104,1,公立,技專校院,144,國立臺灣戲曲學院,210407,戲曲音樂學系,學士班(日間),大陸地區,中國戲曲學院,National Academy of Chinese Theatre Arts,2,0,2
104,1,公立,技專校院,144,國立臺灣戲曲學院,210504,京劇學系,學士班(日間),大陸地區,中國戲曲學院,National Academy of Chinese Theatre Arts,1,0,1
104,1,公立,技專校院,144,國立臺灣戲曲學院,210506,劇場藝術學系,學士班(日間),大陸地區,香港演藝學院,The Hong Kong Academy for Performing Arts,16,2,14
104,1,公立,技專校院,144,國立臺灣戲曲學院,210802,民俗技藝學系,學士班(日間),大陸地區,中國雜技團,China National Acrobatic Troupe,20,10,10
104,1,私立,技專校院,1018,朝陽科技大學 　,220312,應用英語系,學士班(日間),大韓民國(南韓),忠清大學,CHUNG CHEONG UNIVERSITY,1,0,1
104,1,私立,技專校院,1018,朝陽科技大學 　,320104,傳播藝術系,學士班(日間),大陸地區,中國石油大學(華東),CHINA UNIVERSITY OF PETROLEUM,1,0,1
104,1,私立,技專校院,1018,朝陽科技大學 　,320104,傳播藝術系,學士班(日間),大韓民國(南韓),龍仁大學,YONG IN UNIVERSITY,3,0,3
104,1,私立,技專校院,1018,朝陽科技大學 　,760301,社會工作系,學士班(日間),德意志聯邦共和國,德國雷根斯堡科技大學,REGENSBURG UNIVERSITY OF APPLIED SCIENCES,1,0,1
104,1,私立,技專校院,1018,朝陽科技大學 　,760401,幼兒保育系,學士班(日間),大陸地區,北京聯合大學,BEIJNG UNION UNIVERSITY,2,0,2
104,1,私立,技專校院,1018,朝陽科技大學 　,760401,幼兒保育系,學士班(日間),大陸地區,華南師範大學,SOUTH CHINA NORMAL UNIVERSITY,1,0,1
104,1,私立,技專校院,1018,朝陽科技大學 　,520601,工業工程與管理系,學士班(日間),大陸地區,北京理工大學,BEIJING INSTITUTE OF TECHNOLOGY,1,0,1
104,1,私立,技專校院,1018,朝陽科技大學 　,520906,環境工程與管理系,學士班(日間),大韓民國(南韓),東義大學,DONG-EUI UNIVERSITY,1,0,1
104,1,私立,技專校院,1018,朝陽科技大學 　,230303,工業設計系,學士班(日間),大陸地區,北京科技大學,UNIVERSITY OF SCIENCE AND TECHNOLOGY BEIJING,1,0,1
104,1,公立,技專校院,51,國立臺北商業大學,340702,財政稅務系,學士班(日間),大陸地區,暨南大學,Jinan University,1,1,0
104,1,公立,技專校院,51,國立臺北商業大學,340702,財政稅務系,學士班(日間),大陸地區,蘇州大學,Soochow University,1,1,0
104,1,私立,技專校院,1018,朝陽科技大學 　,340201,會計系,學士班(日間),大陸地區,中南大學,CENTRAL SOUTH UNIVERSITY,2,1,1
104,1,私立,技專校院,1018,朝陽科技大學 　,340201,會計系,學士班(日間),大陸地區,中國石油大學(華東),CHINA UNIVERSITY OF PETROLEUM,1,0,1
104,1,私立,技專校院,1018,朝陽科技大學 　,340201,會計系,學士班(日間),大韓民國(南韓),東義大學,DONG-EUI UNIVERSITY,1,0,1
104,1,私立,技專校院,1018,朝陽科技大學 　,340301,企業管理系,學士班(日間),大陸地區,中國石油大學(華東),CHINA UNIVERSITY OF PETROLEUM,1,0,1
104,1,私立,技專校院,1018,朝陽科技大學 　,340301,企業管理系,學士班(日間),大陸地區,北京科技大學,UNIVERSITY OF SCIENCE AND TECHNOLOGY BEIJING,1,0,1
104,1,私立,技專校院,1018,朝陽科技大學 　,340501,財務金融系,學士班(日間),大陸地區,北京科技大學,UNIVERSITY OF SCIENCE AND TECHNOLOGY BEIJING,1,0,1
104,1,私立,技專校院,1018,朝陽科技大學 　,340501,財務金融系,學士班(日間),大陸地區,華南師範大學,SOUTH CHINA NORMAL UNIVERSITY,1,0,1
104,1,私立,技專校院,1018,朝陽科技大學 　,349973,銀髮產業管理系,學士班(日間),大陸地區,北京科技大學,UNIVERSITY OF SCIENCE AND TECHNOLOGY BEIJING,1,0,1
104,1,私立,技專校院,1018,朝陽科技大學 　,810508,休閒事業管理系,學士班(日間),大韓民國(南韓),忠清大學,CHUNG CHEONG UNIVERSITY,2,0,2
104,1,私立,技專校院,1018,朝陽科技大學 　,810508,休閒事業管理系,學士班(日間),大韓民國(南韓),順天大學,SUNCHON NATIONAL UNIVERSITY,1,0,1
104,1,私立,技專校院,1023,南臺科技大學,420302,生物科技系,學士班(日間),大陸地區,哈爾濱工程大學,HARBIN ENGINEERING UNIVERSITY,1,1,0
104,1,私立,技專校院,1023,南臺科技大學,520201,機械工程系,學士班(日間),大陸地區,金華職業技術學院,JINHUA POLYLECHNIC,1,1,0
104,1,私立,技專校院,1023,南臺科技大學,520201,機械工程系,學士班(日間),大陸地區,哈爾濱工程大學,HARBIN ENGINEERING UNIVERSITY,2,2,0
104,1,公立,技專校院,51,國立臺北商業大學,220303,應用外語系,學士班(日間),大韓民國(南韓),韓國國立慶北大學,Kyungpook National University,1,0,1
104,1,公立,技專校院,51,國立臺北商業大學,220303,應用外語系,學士班(日間),法國,諾歐商學院,Neoma Business School,1,0,1
104,1,公立,技專校院,51,國立臺北商業大學,220303,應用外語系,學士班(日間),德意志聯邦共和國,阿莎芬堡應用科技大學,Aschaffenburg University of Applied Sciences,1,1,0
104,1,公立,技專校院,51,國立臺北商業大學,220303,應用外語系,學士班(日間),德意志聯邦共和國,新烏爾姆應用科技大學,Neu-Ulm University of Applied Sciences,2,0,2
104,1,公立,技專校院,51,國立臺北商業大學,340403,國際商務系,學士班(日間),大陸地區,蘇州大學,Soochow University,1,0,1
104,1,公立,技專校院,51,國立臺北商業大學,340501,財務金融系,學士班(日間),大陸地區,重慶大學,Chongqing University,1,0,1
104,1,公立,技專校院,50,國立臺中科技大學,340803,流通管理系,學士班(日間),大韓民國(南韓),全北大學,CHONBUK NATIONAL UNIVERSITY,1,0,1
104,1,公立,技專校院,50,國立臺中科技大學,220312,應用英語系,學士班(日間),大韓民國(南韓),全北大學,CHONBUK NATIONAL UNIVERSITY,1,0,1
104,1,公立,技專校院,50,國立臺中科技大學,220321,應用日語系,學士班(日間),日本,廣島大學,Hiroshima University,3,0,3
104,1,公立,技專校院,50,國立臺中科技大學,340605,保險金融管理系,學士班(日間),美國,中央奧克拉荷馬大學,University of Central Oklahoma,1,0,1
104,1,公立,技專校院,50,國立臺中科技大學,340702,財政稅務系,學士班(日間),大韓民國(南韓),全北大學,CHONBUK NATIONAL UNIVERSITY,2,0,2
104,1,公立,技專校院,50,國立臺中科技大學,460203,應用統計系,學士班(日間),大韓民國(南韓),全北大學,CHONBUK NATIONAL UNIVERSITY,3,0,3
104,1,公立,技專校院,50,國立臺中科技大學,810512,休閒事業經營系,學士班(日間),美國,中央奧克拉荷馬大學,University of Central Oklahoma,1,0,1
104,1,公立,技專校院,50,國立臺中科技大學,340301,企業管理系,學士班(日間),大韓民國(南韓),全北大學,CHONBUK NATIONAL UNIVERSITY,1,0,1
104,1,私立,技專校院,1023,南臺科技大學,220312,應用英語系,學士班(日間),荷蘭王國,荷蘭方提斯應用科學大學,FONTYS BUSINESS SCHOOL,1,0,1
104,1,私立,技專校院,1023,南臺科技大學,340501,財務金融系,學士班(日間),大陸地區,金華職業技術學院,JINHUA POLYLECHNIC,1,0,1
104,1,私立,技專校院,1023,南臺科技大學,340802,行銷與流通管理系,學士班(日間),大陸地區,金華職業技術學院,JINHUA POLYLECHNIC,2,0,2
104,1,私立,技專校院,1023,南臺科技大學,340802,行銷與流通管理系,學士班(日間),荷蘭王國,荷蘭方提斯應用科學大學,FONTYS BUSINESS SCHOOL,1,0,1
104,1,私立,技專校院,1023,南臺科技大學,810508,休閒事業管理系,學士班(日間),日本,熊本大學,KUMAMOTOUNI.,1,0,1
104,1,私立,技專校院,1024,崑山科技大學,760401,幼兒保育系,學士班(日間),大韓民國(南韓),韓國大真大學,Dae Jin University,1,0,1
104,1,公立,技專校院,50,國立臺中科技大學,220312,應用英語系,學士班(進修),大韓民國(南韓),全北大學,CHONBUK NATIONAL UNIVERSITY,3,0,3
104,1,私立,技專校院,1018,朝陽科技大學 　,320104,傳播藝術系,學士班(進修),大韓民國(南韓),東義大學,DONG-EUI UNIVERSITY,1,0,1
104,1,私立,技專校院,1075,文藻學校財團法人文藻外語大學,220318,西班牙語文系,學士班(進修),西班牙王國,卡斯提亞拉曼查大學,UNIVERSIDAD DE CASTILLA-LA MANCHA,1,0,1
104,1,私立,技專校院,1075,文藻學校財團法人文藻外語大學,220307,英國語文系,學士班(進修),澳大利亞,國際酒店管理學院,INTERNATIONAL COLLEGE OF HOTEL MANAGEMENT,1,0,1
104,1,私立,技專校院,1030,龍華科技大學,220303,應用外語系,學士班(進修),美國,楊格城州立大學,Youngstown State University,1,1,0
104,1,公立,技專校院,33,國立虎尾科技大學,520202,車輛工程系,學士班(進修),日本,明治大學,Meiji University,1,1,0
104,1,公立,技專校院,47,國立高雄餐旅大學,810101, 旅館管理系,學士班(進修),加拿大,加拿大漢堡學院,Humber College,1,0,1
104,1,公立,技專校院,47,國立高雄餐旅大學,810101, 旅館管理系,學士班(進修),美國,美國南佛羅里達大學,University of South Florida,3,2,1
104,1,公立,技專校院,47,國立高雄餐旅大學,810103,餐飲管理系,學士班(進修),加拿大,加拿大漢堡學院,Humber College,3,2,1
104,1,公立,技專校院,43,國立勤益科技大學,810511,休閒產業管理系,學士班(進修),泰王國(泰國),湄州大學,Maejo University,2,1,1
104,1,公立,技專校院,34,國立高雄海洋科技大學,520909,海洋環境工程系,學士班(進修),大韓民國(南韓),韓國海洋大學,Korea Maritime and Ocean University,1,1,0
104,1,公立,技專校院,25,國立臺北科技大學,520114,資訊工程系,博士班,荷蘭王國,漢斯應用科技大學,HANZE UNIVERSITY OF APPLIED SCIENCES,1,1,0
104,1,公立,技專校院,25,國立臺北科技大學,520114,資訊工程系,博士班,德意志聯邦共和國,特里爾應用科技大學,TRIER UNIVERSITY OF APPLIED SCIENCES,1,1,0
104,1,公立,技專校院,25,國立臺北科技大學,520502,材料科學與工程研究所,博士班,日本,國立物質材料研究機構,NATIONAL INSTITUTE OF MATERIALS SCIENCE,1,1,0
104,1,公立,技專校院,23,國立雲林科技大學,230106,設計學研究所,博士班,馬來西亞,拉曼大學,UNIVERSITI TUNKU ABDUL RAHMAN,1,1,0
104,1,私立,技專校院,1023,南臺科技大學,349909,管理與資訊系工業管理碩士在職專班,碩士在職專班,日本,熊本大學,Kumamoto Uni.,1,0,1
104,1,私立,技專校院,1075,文藻學校財團法人文藻外語大學,210611,創意藝術產業研究所,碩士在職專班,大陸地區,北京中國傳媒大學,COMMUNICATION UNIVERSITY OF CHINA,1,1,0
104,1,私立,技專校院,1075,文藻學校財團法人文藻外語大學,210611,創意藝術產業研究所,碩士在職專班,大韓民國(南韓),全北大學,CHONBUK NATIONAL UNIVERSITY,1,0,1
104,1,私立,技專校院,1062,僑光科技大學,340301,企業管理系,碩士在職專班,菲律賓共和國,1. 菲律賓台灣工商總會 2.同欣電子工業股份有限公司(菲律賓廠) 3.菲律賓馬尼拉菲華文教服務中心,"1.Taiwan Chamber of Commerce & Industrial in the Philippines,Inc 2.Tong Hsing Electronics (Phils)",1,0,1
104,1,私立,技專校院,1062,僑光科技大學,340401,國際貿易系,碩士在職專班,菲律賓共和國,1. 菲律賓台灣工商總會 2.同欣電子工業股份有限公司(菲律賓廠) 3.菲律賓馬尼拉菲華文教服務中心,"1.Taiwan Chamber of Commerce & Industrial in the Philippines,Inc 2.Tong Hsing Electronics (Phils)",1,1,0
104,1,公立,技專校院,23,國立雲林科技大學,230106,設計學研究所,碩士班(日間),新加坡共和國,新加坡國立大學,NATIONAL UNIVERSITY OF SINGAPORE,1,0,1
104,1,公立,技專校院,23,國立雲林科技大學,520101,電機工程系,碩士班(日間),大陸地區,同濟大學,Nanjing University,1,1,0
104,1,公立,技專校院,23,國立雲林科技大學,520103,電子工程系,碩士班(日間),大韓民國(南韓),國立首爾科學技術大學,SEOUL NATIONAL UNIVERSITY OF SCIENCE AND TECHNOLOGY,1,1,0
